TAG,TEXT,LINK
<p>,"Punjab Engineering College (deemed to be university) welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet of the college, today. Having served as the Chief Engineer of Patiala from 1971 till his retirement in 1981, Mr. Bikram has been a name to be reckoned with in the Punjab Public Works Department.","https://pec.ac.in/events/oldest-alum-attendance-homecoming-2020"
<p>,"After graduating from Punjab Engineering College formerly known as Mugalpura Engineering College, Lahore, in 1943,Mr.Bikram has gone on to achieve many great feats in life, including working in various capacities at the engineering sub-division. Homecoming 2020, served an opportunity for the 97 year old to celebrate his birthday today with his juniors and reminisce about his time here, marking the glorious transition of PEC from its humble origins in Lahore into newer times.","https://pec.ac.in/events/oldest-alum-attendance-homecoming-2020"
<p>,"PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life.","https://pec.ac.in/events/oldest-alum-attendance-homecoming-2020"
<p>,"A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India.","https://pec.ac.in/events/oldest-alum-attendance-homecoming-2020"
<p>,"PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi.","https://pec.ac.in/events/oldest-alum-attendance-homecoming-2020"
<p>,"All Top Stories","https://pec.ac.in/events/oldest-alum-attendance-homecoming-2020"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/events/oldest-alum-attendance-homecoming-2020"
<p>,"Quick Links","https://pec.ac.in/events/dr-sanjeev-kumar-pec-india-2020-top-cited-paper-award"
<p>,"","https://pec.ac.in/events/dr-sanjeev-kumar-pec-india-2020-top-cited-paper-award"
<p>,"Dr. Sanjeev Kumar, Applied Science Department has received the INDIA 2020 TOP CITED PAPER AWARD for article “Sr and Mn co-doped sol-gel derived BiFeO3 ceramics with enhanced magnetism and reduced leakage current” Nandni Sharma et al 2017 Mater. Res. Express 4 015702. The Top Cited Paper Award is for corresponding authors from India, for work published across the entire IOP Publishing portfolio in the past three years (2017 to 2019), using citations recorded in Web of Science. The papers are in the top one per cent of the most-cited articles in each subject category along with the most-cited review article published in the last three years.","https://pec.ac.in/events/dr-sanjeev-kumar-pec-india-2020-top-cited-paper-award"
<p>,"In this article, Sanjeev Kumar and his co-authors reported the effect of Sr and Mn doping on the electrical and magnetic characteristics of BiFeO3 nanoparticles, synthesized by sol-gel technique. They observed that Sr doping in BiFeO3 showed substantial reduction in the leakage current whilst co-doping with Sr and Mn led to lower reduction in the leakage current through offering better performance over undoped BiFeO3, due to changes brought in the defect physics upon doping. Additionally, Sr and Mn co-doped BiFeO3 samples exhibit enhanced magnetization in comparison to undoped and Sr doped BiFeO3, possibly due to interruptions in the spin cycloid of BiFeO3.","https://pec.ac.in/events/dr-sanjeev-kumar-pec-india-2020-top-cited-paper-award"
<p>,"PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life.","https://pec.ac.in/events/dr-sanjeev-kumar-pec-india-2020-top-cited-paper-award"
<p>,"A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India.","https://pec.ac.in/events/dr-sanjeev-kumar-pec-india-2020-top-cited-paper-award"
<p>,"PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi.","https://pec.ac.in/events/dr-sanjeev-kumar-pec-india-2020-top-cited-paper-award"
<p>,"All Top Stories","https://pec.ac.in/events/dr-sanjeev-kumar-pec-india-2020-top-cited-paper-award"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/events/dr-sanjeev-kumar-pec-india-2020-top-cited-paper-award"
<p>,"Quick Links","https://pec.ac.in/events/online-short-term-course-stc-smart-functional-materials-emerging-applications"
<p>,"","https://pec.ac.in/events/online-short-term-course-stc-smart-functional-materials-emerging-applications"
<p>,"TEQIP-III sponsored Online Short Term Course (STC) on “Smart Functional Materials for Emerging Applications” was organized by Department of Applied Sciences, Punjab Engineering College (Deemed to be University) from 19-21 August, 2020. The STC was coordinated by Dr. Sonu Kumar, Dr. Veeranna Yempally and Dr. Prem Lata with the primary objective of enriching the participants with the basic concepts and current knowledge of scientific advancements in the area of functional materials and polymers having unique properties, and promising applications, for e.g. towards catalysis, renewable energy, sensors, nanotechnology, biomedicine, etc.. Around 150 participants (faculty members and research scholars) from various universities/institutes across the country registered for this event and the lectures were delivered by eminent speakers from IIT, IISER, CSIR lab and other University/Institute of national repute.","https://pec.ac.in/events/online-short-term-course-stc-smart-functional-materials-emerging-applications"
<p>,"The event started with the welcome address by Prof. Dheeraj Sanghi (Director, PEC) in presence of Prof. Harminder Kaur (Head, Applied Science Dept. and convener of this STC) and Prof. Arun K. Grover (Emeritus Professor, Applied Science Dept. and Former Vice-Chancellor, Panjab University). Prof. Sanghi appreciated the efforts of course coordinators and the organizing committee for creating such platform comprised of eminent speakers and broad audience from reputed institutes/universities.","https://pec.ac.in/events/online-short-term-course-stc-smart-functional-materials-emerging-applications"
<p>,"Prof. Amitava Patra (Director, INST Mohali) inaugurated the event and delivered the first lecture of the STC on nanomaterials for efficient light harvesting systems. He discussed on luminescent nanomaterials for photonic applications and fluorescence energy transfer of quantum dots, and metal nanoclusters. Then, Dr. Venkataramanan Mahalingam (Professor, IISER Kolkata) delivered a talk on colloidal lanthanide-doped luminescent nanocrystals and further emphasized on their applications such as molecular sensing, photocatalysis and bioimaging. In the closing lecture of day 1, Dr. Ashootosh Ambade (Principal Scientist, CSIR-NCL, Pune) discussed with the participants about the synthesis and applications of end-functionalized polymers and dendritic polymers.","https://pec.ac.in/events/online-short-term-course-stc-smart-functional-materials-emerging-applications"
<p>,"Prof. Sabu Thomas (Vice-Chancellor, Mahatma Gandhi University, Kottayam) delivered the first session lecture of day 2 and shared his research works with the participants on interfacial modification in nanocomposites to tailor functionalities. He elaborated on hybrid polymer nanocomposites, thin films and fiber materials derived from natural resources. Then, Dr. Uttam Manna (Associate Professor, IIT Guwahati) delivered his talk on design of durable bio-inspired wettability in particular superhydrophobic materials for prospective outdoor applications. Dr. Narinder Singh (Associate Professor, IIT Ropar) discussed on his lecture over the design and synthesis of nanomaterials for sensor development. In the closing lecture, Dr. Pradip Paik (Associate Professor, IIT BHU) delivered his talk on design and engineering of polymeric nanocapsules and discussed for their stimuli-responsive systems for drug delivery application.","https://pec.ac.in/events/online-short-term-course-stc-smart-functional-materials-emerging-applications"
<p>,"Prof. S. Anantha Ramakrishna (Director, CSIR-CSIO, Chandigarh) started the 3rd day of the event by delivering his talk on active switchable metamaterials and discussed about their microwave and infra-red applications in the defence sector. Then, Prof. Prakash Wadgaonkar (Emeritus Scientist, CSIR-NCL, Pune) introduced to the participants about the synthesis of functional polymers and their complex architectured materials. Subsequently, Dr. Ashish Pal (Associate Professor, INST Mohali) delivered his lecture on biomimetic functional supramolecular materials and elaborated their structural precision to diverse applications. The last lecture on the closing day of the STC was delivered by Prof. Amitava Das (Professor, IISER Kolkata and Former Director, CSIR-CSMCRI, Bhavnagar) on the topic of stimuli-responsive assemblies for predictive responses. He further explained about the polymeric capsule based systems to meet their biomedicinal applications. The feedback from all the participants regarding the content and quality of the sessions were impressive and satisfactory. The organizing committee based on the feedback received from participants firmly believes that the audience has gained and enriched their knowledge in the field of functional materials and potential applications.","https://pec.ac.in/events/online-short-term-course-stc-smart-functional-materials-emerging-applications"
<p>,"The event was finally concluded with the vote of thanks where the coordinators of the STC acknowledged and expressed their gratitude to all the invited speakers for sharing their research experiences, to Prof. Dheeraj Sanghi (Director, PEC) and Prof. Harminder Kaur (Head, Applied Science Dept.) for their full support, Dr. Sanjay Batish (TEQIP coordinator) for financial support, Ms. Navdeep Kaur for technical support, and to all the participants to make this event very successful.","https://pec.ac.in/events/online-short-term-course-stc-smart-functional-materials-emerging-applications"
<p>,"PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life.","https://pec.ac.in/events/online-short-term-course-stc-smart-functional-materials-emerging-applications"
<p>,"A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India.","https://pec.ac.in/events/online-short-term-course-stc-smart-functional-materials-emerging-applications"
<p>,"PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi.","https://pec.ac.in/events/online-short-term-course-stc-smart-functional-materials-emerging-applications"
<p>,"All Top Stories","https://pec.ac.in/events/online-short-term-course-stc-smart-functional-materials-emerging-applications"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/events/online-short-term-course-stc-smart-functional-materials-emerging-applications"
<p>,"Quick Links","https://pec.ac.in/events/webinar-ansys-high-frequency-application-5g-antenna"
<p>,"","https://pec.ac.in/events/webinar-ansys-high-frequency-application-5g-antenna"
<p>,"The department of Electronics and Communication Engineering at Punjab Engineering College (Deemed to be University), Chandigarh has organized a webinar on ANSYS high frequency application in 5G antenna on July 31, 2020. The event was organised in technical collaboration with IEEE Chandigarh Subsection & IEEE APS & CRFID, Delhi Section and with industrial partner ARK Infosolutions, the Elite channel partner of ANSYS. More than 125 participants from various Universities, Research organizations and Industries from India and abroad attended the webinar. The event was coordinated by Prof. Arun Kumar Singh with an objective to provide an insight about the different computational solvers present in HFSS and gain a deep insight into how using the simulation with the appropriate solver helps in reducing the design cycle time. Additionally, such softwares may be utilised to the recent trends in communication (5G) and how ANSYS helps in simplifying the design challenges.","https://pec.ac.in/events/webinar-ansys-high-frequency-application-5g-antenna"
<p>,"Mr. Akash from ARK Infosolutions delivered the webinar focused on on ANSYS high frequency application in 5G antenna. He started with a brief introduction to 5G paradigm change and further discussed about 5G key enabling technology. Thereafter, he explained about antenna designs and modelling with sub-6 GHz designed multi-band antennas using HFSS and array antennas for 5G applications. He also demonstrated to design single element antenna utilizing HFSS antenna toolkit, and model the unit cell to approximate an infinite array.","https://pec.ac.in/events/webinar-ansys-high-frequency-application-5g-antenna"
<p>,"The webinar was highly enlightening particularly for the researchers to understand the technological innovations in antenna design technology. A feedback session was also conducted where various participants shared their views about the event.","https://pec.ac.in/events/webinar-ansys-high-frequency-application-5g-antenna"
<p>,"PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life.","https://pec.ac.in/events/webinar-ansys-high-frequency-application-5g-antenna"
<p>,"A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India.","https://pec.ac.in/events/webinar-ansys-high-frequency-application-5g-antenna"
<p>,"PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi.","https://pec.ac.in/events/webinar-ansys-high-frequency-application-5g-antenna"
<p>,"All Top Stories","https://pec.ac.in/events/webinar-ansys-high-frequency-application-5g-antenna"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/events/webinar-ansys-high-frequency-application-5g-antenna"
<p>,"Quick Links","https://pec.ac.in/events/two-days-workshop-advanced-functional-materials-wafm-2020"
<p>,"","https://pec.ac.in/events/two-days-workshop-advanced-functional-materials-wafm-2020"
<p>,"TEQIP III sponsored two days workshop on “Advanced Functional Materials (WAFM-2020)” was organized ONLINE by Department of Applied Sciences, Punjab Engineering College (Deemed to be University) from 25-26 July, 2020. More than 200 participants from various institutes registered for the workshop. The workshop was coordinated by Dr. Sanjeev Kumar with an idea of providing deep understanding into the knowledge of functional materials and their device applications like energy harvesting, supercapacitors, ferroelectrics, green energy cooling ad device fabrication for military, space and defense applications.","https://pec.ac.in/events/two-days-workshop-advanced-functional-materials-wafm-2020"
<p>,"The event was inaugurated by Prof. Arun Kumar Grover, Raja Ramanna Fellow, PEC in the presence of Prof. Harminder Kaur, Head, Dept. of Applied Sciences, Dr. Sanjay Batish, Coordinator, TEQIP-III. Prof. A.K. Grover appreciated the efforts of course coordinator and the organizing committee for the eminent speakers from IITs, DRDO labs etc. to deliver the talk on different aspects of materials science. He further share his experience on functional materials during his tenure at TIFR, Mumbai.","https://pec.ac.in/events/two-days-workshop-advanced-functional-materials-wafm-2020"
<p>,"On day 1, Dr. Suvankar Chakraverty from INST Mohali, deliver the talk on Quantum materials and technology: Berry's phase, SdH oscillation, Planner Hall effect with covering very basic points about magnetoresisitance and hall effect. Then, Prof. Ashish Garg, IIT Kanpur deliver his talk on defect chemistry in oxides and effect on oxide properties, with covering the types of defects. Dr. M.M. Shaijumon, IISER Trivandrum ,deliver the talk on electrochemical capacitors: recent advances. He further emphasized on the latest development of hybrid supercapacitor to meet future energy requiremnets","https://pec.ac.in/events/two-days-workshop-advanced-functional-materials-wafm-2020"
<p>,"On day 2, Dr. Praveen, ARDE Pune, deliver his lecture on energy storage and defence applications of piezoelectric materials and the challenges while fabricating these devices for space and military applications. Dr. Prateek ,IIT Kanpur, delivered his lecture on nanostructured composites of ferroelectric and polymer phases for high energy storage applications. Dr. O.P. Thakur, SSPL New Delhi, delivered his talk on ferroelectric ceramics processing and optimization with details on processing techniques and device applications of these materials in military applications. Dr. Gyaneshwar Sharma, TD College, Jaunpur delivered his talk on ferroelectric applications in green cooling and ambient energy renewal. He concluded his talk with emphasis on utilization of these materials for refrigeration processes.","https://pec.ac.in/events/two-days-workshop-advanced-functional-materials-wafm-2020"
<p>,"After the last session, Dr. Sanjeev Kumar expressed gratitude to Prof. Dheeraj Sanghi, Director, Prof. A.K. Grover, Raja Ramanna Fellow, Prof. Harminder. Kaur, Head Applied Sciences, Dr. Sanjay Batish, TEQIP coordinator, Sh. Sushil Kumar for technical support, invited speakers, participants and the whole team working for the organization of this event.","https://pec.ac.in/events/two-days-workshop-advanced-functional-materials-wafm-2020"
<p>,"PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life.","https://pec.ac.in/events/two-days-workshop-advanced-functional-materials-wafm-2020"
<p>,"A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India.","https://pec.ac.in/events/two-days-workshop-advanced-functional-materials-wafm-2020"
<p>,"PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi.","https://pec.ac.in/events/two-days-workshop-advanced-functional-materials-wafm-2020"
<p>,"All Top Stories","https://pec.ac.in/events/two-days-workshop-advanced-functional-materials-wafm-2020"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/events/two-days-workshop-advanced-functional-materials-wafm-2020"
<p>,"Quick Links","https://pec.ac.in/events/online-short-term-course-nanotechnology-electronic-and-photonic-devices-nanodev-2020"
<p>,"","https://pec.ac.in/events/online-short-term-course-nanotechnology-electronic-and-photonic-devices-nanodev-2020"
<p>,"An online short term course on Nanotechnology for Electronic and Photonic Devices (NanoDev-2020) was organized by department of Electronics and Communication Engineering, Punjab Engineering College (Deemed to be University), Chandigarh in technical collaboration with IEEE Chandigarh Subsection and Indian Society of Systems for Science and Engineering (ISSE) Chandigarh Chapter from June 15-19, 2020. More than 650 participants from various Universities, Research organizations and Industries from India and abroad registered for the course. The event was coordinated by Prof. Arun Kumar Singh with an objective to provide an insight to understand and utilize the unique properties and interaction of novel materials, their physics and chemistry for the design and development of state-of-the art next generation electronic and photonic devices to meet the needs of relevant industry, space, defense and research organization.","https://pec.ac.in/events/online-short-term-course-nanotechnology-electronic-and-photonic-devices-nanodev-2020"
<p>,"The event was kicked off by Prof. Dheeraj Sanghi, Director, PEC in the presence of Prof. Neelu Jain, Head, Dept. of Electronics and Communication Engineering, Prof. Neena Gupta, Chairperson, IEEE Chandigarh Subsection, Dr. Manish Hooda, Scientist SCL Mohali and Secretary, ISSE Chandigarh Chapter and Dr. Sanjay Batish, Coordinator, TEQIP-III. Prof. Sanghi appreciated the efforts of Course coordinator to rope-in eminent speakers from leading research universities, defense and space laboratories and industries to deliver talks on different nano-electronic and photonic technologies. He further encouraged the participants for responsible development of products based upon such technologies to meet out the most pressing human and societal needs.","https://pec.ac.in/events/online-short-term-course-nanotechnology-electronic-and-photonic-devices-nanodev-2020"
<p>,"In the inaugural talk on day 1, Dr. H.S. Jatana, Sr. Scientist, of Semiconductor laboratory (SCL) Mohali emphasised the necessity to work in area of Nanotechnology particularly for the development of photodetectors to meet out the energy requirements discussing about the advantages and challenges of infrared (IR) photodetectors. Prof. Yogesh Chauhan, Indian Institute of Technology (IIT) Kanpur introduced the compact modelling techniques to predict the electrical (DC and AC), and noise characteristics of semiconductor devices such as MOSFETs, FINFETs and nanotransistors. He also elaborated about his recently developed ASM GaN HEMT model which has been widely adapted by the Industries. Dr. D. S. Rawal, Scientist, Solid State Physics Laboratory (SSPL), DRDO introduced the participants various fabrication technologies available for the nanoelectronic and photonic devices. He also discussed about III-V materials their properties and applications. In the closing lecture of day 1, Dr. Amit Singh, Scientist, SCL Mohali discussed about the characteristics of high voltage silicon devices, and their challenges elaborating RESURF/LDMOS architectures, self-heating and kink effects.","https://pec.ac.in/events/online-short-term-course-nanotechnology-electronic-and-photonic-devices-nanodev-2020"
<p>,"On day 2, Prof. Santanu Mahapatra, Indian Institute of Sciences (IISc) Bengaluru explained the atom-to-circuit modelling techniques for emerging nanomaterial MOSFETs. He also discussed about utilization of novel 2D material such as black phosphorus, germane and sillicene for FETs, multi scale modelling and impact on circuit simulations. Next, talk was delivered by Prof. Jawar Singh, IIT Patna on in-memory Computing for Energy efficient and intensive computations. He further elaborated about the advantages of in-memory computing than that of traditional computing, elements of in-memory computing, energy efficiency for AL and ML applications. In the closing lecture, Dr. Ayan Karmakar, Scientist at SCL discussed about the utilization of MEMS technology in antenna engineering. The wafer bonding, micromachining and electroplating techniques for RF MEMS were explained in addition to the concepts of lumped and distributed elements, planar transmission lines.","https://pec.ac.in/events/online-short-term-course-nanotechnology-electronic-and-photonic-devices-nanodev-2020"
<p>,"Dr. Arun Ashok, Central Institute of Engineering, Electronics and Analytics Research Centre (ZEA), Julich, Germany discussed FDSOI applications for advanced architectures in the first session of day 3. He first introduced about the various research activities being carried out at Julich Research Center. Thereafter, he discussed about the FDSOI basics, merits of FDSOI, IOT node example and FDSOI in quantum computing. In the next talk, Prof. Samresh Das, IIT Delhi discussed about group IV semiconductors and its heterostructure with layered transition metal dichalcogenide for photonic device applications. Further, he elaborated about silicon nanowire based photonics detectors, THz detectors and modulators. In the closing lecture, Dr. Gaurav Jayaswal from SCL discussed about the THz rectenna for energy harvesting applications. He also introduced various concepts of infrared rectennas, nano antennas, surface plasmon, and nano antenna integrated diode.","https://pec.ac.in/events/online-short-term-course-nanotechnology-electronic-and-photonic-devices-nanodev-2020"
<p>,"On day 4 of the workshop, the first talk was delivered by Prof. Dipankar, IIT, Bombay on high speed processes in semiconductors. Starting from the basic electron transport, he discussed very high speed electron conduction called ballistic transport regime in high speed GaN HEMTs, GaN LEDS and quantum dots. Dr. Meena Mishra, Scientist, SSPL. Delhi talked about RF characterisation of GaN high power devices and circuits. She started her talk by apprising everyone about various measurement facilities for S-parameters, pulsed, noise and power measurements. She further discussed about role and importance characterisation such as in detections of traps in GaN HEMTs. In the last lecture of day 4, Dr. Saumya Sengupta, Scientist at SCL Mohali discussed about the compound semiconductor technology for IR photo detection and utilization for imaging applications. He introduced about the IR photodetectors. Thereafter, he discussed about end to end development of GaAs technology based QWP/QDIP and FPA.","https://pec.ac.in/events/online-short-term-course-nanotechnology-electronic-and-photonic-devices-nanodev-2020"
<p>,"First talk on the last day of STC was delivered by Prof. Satinder Sharma, IIT Mandi on nanoelectronics device and their applications. He started with a brief introduction to nanoelectronics roadmap discussing about the origin of nanoelectronics. 1D finite potential barrier, applications of tunnelling scanning microscope single electron transistor and carbon nanotube FET were also discussed. Prof. Brajesh Kaushik, IIT Roorkee talked about the VLSI interconnects, their challenges and prospects. He discussed about structure, properties and characteristics of interconnects, which is one of the important component in any VLSI circuit. Further, he explained about the modelling of graphene based interconnects such as CNT and GNR, advanced packaging techniques and through silicon via applications. Dr. Manoj Khandpal, Scientist SCL Mohali delivered the last talk on the closing day of the workshop on MEMS Sensor Technology for Space Applications. He emphasised on the utilization of micro-/nano-electronics in the space. Later, he discussed about different types of MEMS sensors such as chemical and physical sensors.","https://pec.ac.in/events/online-short-term-course-nanotechnology-electronic-and-photonic-devices-nanodev-2020"
<p>,"The event was concluded with a feedback session in which participants expressed their views and showed great satisfaction at the successful completion of the NanoDev 2020. Participants also suggested to conduct such short term courses/workshops/seminars in nanotechnology as exposure to these upcoming technological innovations in electronic and photonics systems is highly enlightening particularly for the younger researchers and is need of the hour. This year’s STC offered wide range of lectures in nano-electronics and nano-photonics domain, including materials for nanodevices, novel nano-electronic devices for microwave rectification, plasmonic based devices, MMICs and device Fabrication techniques, HEMT devices and characterization techniques, memory devices, MEMS and their simulation techniques said Dr. Arun Kumar Singh, Coordinator, NanoDev 2020. He thanked all the invited speakers for sharing their research experiences with the participants, and acknowledged the full support of Prof. Dheeraj Sanghi, Director, PEC and Prof. Neelu Jain, Head, Dept. of Electronics and Communication Engineering in the organization of STC. He further showed gratitude to Prof. Neena Gupta, Chairperson, IEEE Chandigarh Subsection, Dr. Manish Hooda, Scientist SCL Mohali and Secretary, ISSE Chandigarh Chapter for technical collaboration and Dr. Sanjay Batish, Coordinator, TEQIP-III for financial support.","https://pec.ac.in/events/online-short-term-course-nanotechnology-electronic-and-photonic-devices-nanodev-2020"
<p>,"PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life.","https://pec.ac.in/events/online-short-term-course-nanotechnology-electronic-and-photonic-devices-nanodev-2020"
<p>,"A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India.","https://pec.ac.in/events/online-short-term-course-nanotechnology-electronic-and-photonic-devices-nanodev-2020"
<p>,"PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi.","https://pec.ac.in/events/online-short-term-course-nanotechnology-electronic-and-photonic-devices-nanodev-2020"
<p>,"All Top Stories","https://pec.ac.in/events/online-short-term-course-nanotechnology-electronic-and-photonic-devices-nanodev-2020"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/events/online-short-term-course-nanotechnology-electronic-and-photonic-devices-nanodev-2020"
<p>,"Quick Links","https://pec.ac.in/events/6th-international-yoga-day"
<p>,"","https://pec.ac.in/events/6th-international-yoga-day"
<p>,"On the occasion of the 6th International Yoga Day. Punjab Engineering College (Deemed to be University) celebrated by holding an early morning Yoga session for its faculty and students. The session, held online via Google Meet, was graced by the presence of Dr. Sanjay Batish (ADSA Sports), Dr. Sanjeev Kumar (DSA), Prof. Ankit Yadav (OI, Sports), and many more of the faculty and staff.","https://pec.ac.in/events/6th-international-yoga-day"
<p>,"The session was conducted by the esteemed Yoga instructor, Sunil Kumar, who has a Ph.D in Yoga from Himachal Pradesh University, and has been associated with PEC since 2015.","https://pec.ac.in/events/6th-international-yoga-day"
<p>,"The session began with him explaining the numerous benefits and importance of this activity, and how vital is it for our physical and mental health, especially given the current situation of the world. His 45 minute Yoga session focused heavily on breathing techniques and posture.","https://pec.ac.in/events/6th-international-yoga-day"
<p>,"The session ended with Dr. Sanjay and Dr. Sanjeev thanking everyone for joining, and delivering the vote of thanks to instructor Sunil. They too emphasised the importance of Yoga and physical exercise, and keeping good health during this global pandemic. Plans were also made to include a daily Yoga session for the upcoming online semester, as it would be very beneficial for faculty and student alike.","https://pec.ac.in/events/6th-international-yoga-day"
<p>,"To quote the brilliant words of Sunil, ‘Yoga is an effective tool while facing uncertainty and anxiety in this difficult time.’","https://pec.ac.in/events/6th-international-yoga-day"
<p>,"PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life.","https://pec.ac.in/events/6th-international-yoga-day"
<p>,"A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India.","https://pec.ac.in/events/6th-international-yoga-day"
<p>,"PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi.","https://pec.ac.in/events/6th-international-yoga-day"
<p>,"All Top Stories","https://pec.ac.in/events/6th-international-yoga-day"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/events/6th-international-yoga-day"
<p>,"Quick Links","https://pec.ac.in/events/mou-signed-between-pec-and-peda"
<p>,"","https://pec.ac.in/events/mou-signed-between-pec-and-peda"
<p>,"A Memorandum of Understanding was signed between Punjab Engineering College (Deemed to be University), Chandigarh and Punjab Energy Development Agency (PEDA) for Research and Development Projects on Energy Conservation & Energy Efficiency under “State Energy Efficiency Research & Outreach programme” of Bureau of Energy Efficiency, Ministry of Power, Govt. of India.","https://pec.ac.in/events/mou-signed-between-pec-and-peda"
<p>,"The MOU was signed by Dr. Dheeraj Sanghi , Director, PEC and Sh. Navjot Pal Singh Randhawa, IAS, Chief Executive,PEDA/MD,PGL today, on 19 December 2019 at the Office of Punjab Energy Development Agency ,Chandigarh, in the presence of Sh. M.P. Singh, General Manager,PEDA, Dr. Tarlochan Kaur , Chairperson , Center for Energy Studies, PEC; Dr. J D Sharma , Assoc. Dean, Alumni & International Affairs PEC and Sh. Balkar Singh, Assistant General Manager PEDA ,","https://pec.ac.in/events/mou-signed-between-pec-and-peda"
<p>,"The mission objective of this MOU is to work on research on innovative projects in the field of energy conservation/efficiency like Energy Modelling and Simulation, Monitoring and benchmarking of buildings, Net Zero energy buildings. Research and development of energy efficient technologies in industries, technology upgradation to optimise power consumption and research on energy management and its implementation in various thrust areas are its extended objectives.","https://pec.ac.in/events/mou-signed-between-pec-and-peda"
<p>,"It is further agreed that Punjab Engineering College will submit R&D proposal on energy conservation and efficiency to PEDA which, after review will be submitted to BEE for approval. The financial assistance/funding of the proposal, once approved, shall be provided by BEE to PEDA which shall further disburse it to the institute as per its guidelines.","https://pec.ac.in/events/mou-signed-between-pec-and-peda"
<p>,"The role of the institute is to publicise the program locally, ensure adequate participation, provide strategic research support and direction for the development of R&D projects. The institute will further facilitate PEDA interaction through involvement of researchers through Research institutes/laboratories; and joint hosting of Conferences, Training Courses/workshops.","https://pec.ac.in/events/mou-signed-between-pec-and-peda"
